,product_model,product_desc,category,sub_category,heading_text,product_url,sub_category_url,category_url
120,AT81CP,AT AT81CP,DJ,Parts,Lighting / DJ,https://tmppro.com/products/view/226141/464512,http://tmppro.com/products/category/lighting_dj/dj/parts,http://tmppro.com/products/group/lighting_dj/dj
121,PRO EVENT TABLE II,AMER-DJ PRO EVENT TABLE II,DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/223172/464432,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
122,XS-ZTABLEBL MK2,PRO X XS-ZTABLEBL,DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/201436/357110,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
123,XS-DJSTN,PRO X XS-DJSTN,DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/201556/357115,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
124,EVENT BAG,EVENT FACADE BAG,DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/178095/122784,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
125,HD TABLE SCRIM WHITE,HEAVY DUTY TABLE SCRIM WHITE W/BAG,DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/182821/122830,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
126,EVENT FACADE BL,"EVENT FACADE BL;LGT WT FACADE,INCL BAG",DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/172354/122788,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
127,WHLB,"DJ/TURNTABLIST, Integrated Phonograph Cartridge -",DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/29802/207402,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
128,N35SZ,"Chartreuse, For Use With M35S Packaged 12 to a car",DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/60155/207559,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
129,N25C,"DJ, Red, For Use With M25C",DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/53991/207512,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
130,XS-ZTABLE MK2,PRO X XS-ZTABLE,DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/201437/357111,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
131,XS-DJSTN RB,PRO X XS-DJSTN RB,DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/201553/357112,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
132,XS-DJSTN OB,PRO X XS-DJSTN OB,DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/201554/357113,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
133,XS-DJSTN BL,PRO X XS-DJSTN BL,DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/201555/357114,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
134,75-507,"Façade Bag (58"")",DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/179898/122073,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
135,75-506,"Façade Bag (64"")",DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/179899/122072,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
136,XS-ZTABLERB MK2,PRO X XS-ZTABLERB,DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/201435/357109,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
137,XS-ZTABLEOB MK2,PRO X XS-ZTABLEOB,DJ,Tables / Facades,Lighting / DJ,http://tmppro.com/products/view/201434/357108,http://tmppro.com/products/category/lighting_dj/dj/tables_facades,http://tmppro.com/products/group/lighting_dj/dj
138,CH-05,Safety Cable,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/60074/359564,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
139,CLP02,Heavy Duty Clamp,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/54841/359563,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
140,SC07,CHAUV PRO SC07,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/185731/203201,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
141,HFG,Performance Haze Fluid - Gallon,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/81506/359569,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
142,LSPAR20BDB,ODYSSEY LSPAR20BDB,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/182923/249906,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
143,FJU,Fog Fluid - Gallon,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/53854/359562,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
144,CTC50G,CHAUV PRO CTC50G,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/191016/203271,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
145,DROP-PC,BLIZZARD Drop-PC,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/219584/358107,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
146,4PINEXT5FT,CHAUV PRO 4PXLREXT5FT,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/189815/203223,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
147,4PINEXT50FT,CHAUV PRO 4PXLREXT50FT,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/189814/203222,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
148,CDASHP7BARNDOOR,CHAUV PRO CDASHP7BARNDOOR,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/156186/202877,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
149,IRC6,CHAUV DJ IRC6,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/160475/359553,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
150,CP6CASEOE260WWIP,CHAUV PRO CP6CASEOE260WWIP,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/229763/470934,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
151,IPDMX5P5FT,CHAUV PRO IPDMX5P5FT,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/204520/470869,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
152,CTC50HCN,CHAUV PRO CTC50HCN,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/169416/203002,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
153,OVATIONB2805FC,CHAUV PRO OVATIONB2805FC,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/198627/462623,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
154,KRYO.MIX CASE DUAL,BLIZZARD Kryo.MIX Case Dual,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/219657/359149,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
155,IPDMX5P25FT,CHAUV PRO IPDMX5P25FT,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/204521/470870,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
156,LW-18-LED,LITTLITE LW-18-LED,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/128536/326635,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
157,E-FLY TRANSCEIVER,ELATION E-Fly Transceiver,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/185773/221186,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
158,CHS30,Gear Bag,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/122004/359550,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
159,CDIPPOWER5,Club/DJ IP 5m Power Extension,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/115907/359545,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
160,CH06,Lightweight stand,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/114907/359543,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
161,IPPOWERKONEXT25FT,CHAUV PRO IPPOWERKONEXT25FT,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/204529/470874,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
162,HDF,High Density Fog Fluid - Gallon,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/71469/359567,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
163,FUNFETTISHOT,Professional Confetti Launcher,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/180198/359560,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
164,OMEGA BRACKET WITH,MARTIN PRO 91602001 Omega brac,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/191723/221315,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
165,Q5-2,LITTLITE Q5-2,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/71595/327182,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
166,CP6CASER2W,CHAUV PRO CP6CASER2W,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/225200/470926,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
167,IPDMX5P10FT,CHAUV PRO IPDMX5P10FT,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/204522/470871,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
168,FFFTR,AMER-DJ FFFTR,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/178094/213302,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
169,RAKIT,LITTLITE RAKIT,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/71643/327217,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
170,MB-12,PRO X MB-12,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/201770/358045,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
171,INTIMROADCASES35X,Fits Spot 350/355Z,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/176569/359556,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
172,CHS2XX,CHAUV DJ CHS2XX,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/233619/470937,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
173,MB-20,PRO X MB-20,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/201768/358043,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
174,STEAM - HZ,BLIZZARD Steam - HZ,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/219660/358133,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
175,CHS60,VIP Gear Bag for 2; 1 m Strip Fixtures,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/115912/359549,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
176,CHS25,Gear Bag,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/122009/359551,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
177,POWERCONEXT5FT,CHAUV PRO POWERCONEXT5FT,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/176900/203073,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
178,PIXELSTORM COB MINI,BLIZZARD PixelStorm COB Mini,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/219458/358086,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
179,FLD-05,Disinfecting Fluid for AG800 Machine (500ml),Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/249960/478956,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
180,GXF-10,LITTLITE GXF-10,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/52661/327469,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
181,HOTBOX BARNDOORS,BLIZZARD HotBox Barndoors,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/219499/359219,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
182,X-S18RGB-KIT,PRO X X-S18RGBKIT,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/201484/358030,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
183,MB-40,PRO X MB-40,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/201764/358040,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
184,SJU,CHAUV DJ SJU,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/115270/359544,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
185,AG-1500,Super Burst Power Antibacterial Vaporizer,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/249962/478957,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
186,MB-36,PRO X MB-36,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/201765/358041,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
187,FRC,Confetti refill for the Funfetti confetti launcher,Lighting,Accessories,Lighting / DJ,http://tmppro.com/products/view/176573/359558,http://tmppro.com/products/category/lighting_dj/lighting/accessories,http://tmppro.com/products/group/lighting_dj/lighting
188,OVATIONE910FC,CHAUV PRO OVATIONE910FC,Lighting,Architectural Fixtures,Lighting / DJ,http://tmppro.com/products/view/189806/203214,http://tmppro.com/products/category/lighting_dj/lighting/architecturalfixtures,http://tmppro.com/products/group/lighting_dj/lighting
189,OHDLENS19,CHAUV PRO OHDLENS19,Lighting,Architectural Fixtures,Lighting / DJ,http://tmppro.com/products/view/189805/203213,http://tmppro.com/products/category/lighting_dj/lighting/architecturalfixtures,http://tmppro.com/products/group/lighting_dj/lighting
190,EVEE100Z,CHAUV DJ EVEE100Z,Lighting,Architectural Fixtures,Lighting / DJ,http://tmppro.com/products/view/190832/203242,http://tmppro.com/products/category/lighting_dj/lighting/architecturalfixtures,http://tmppro.com/products/group/lighting_dj/lighting
191,OVATIONF915FC,CHAUV PRO OVATIONF915FC,Lighting,Architectural Fixtures,Lighting / DJ,http://tmppro.com/products/view/225197/470925,http://tmppro.com/products/category/lighting_dj/lighting/architecturalfixtures,http://tmppro.com/products/group/lighting_dj/lighting
192,EVEE50Z,CHAUV DJ EVEE50Z,Lighting,Architectural Fixtures,Lighting / DJ,http://tmppro.com/products/view/200856/470860,http://tmppro.com/products/category/lighting_dj/lighting/architecturalfixtures,http://tmppro.com/products/group/lighting_dj/lighting
193,EVEF50Z,CHAUV DJ EVEF50Z,Lighting,Architectural Fixtures,Lighting / DJ,http://tmppro.com/products/view/205915/464843,http://tmppro.com/products/category/lighting_dj/lighting/architecturalfixtures,http://tmppro.com/products/group/lighting_dj/lighting
